Affiliate program,Promotion name,Start Date,End Date,Description (for affiliate),Description (for customer),Coupon code,Landing Page,Benefits & Tools
infinity.ro ,Scurt-Circuit la prețuri ,2026-08-03 04:00:00 UTC,2026-08-21 19:00:00 UTC,"1. Specific Ad Formats: materialele promoționale destinate acestei campanii (Scurt Circuit) se regăsesc în secțiunea „Bannere”.

2. Performance Goals: focus pe generarea de trafic și conversii prin promovarea campaniei „Scurt-Circuit” (tagline: Prețuri mici, viteză maximă!), care include reduceri la zeci de mii de produse din toate categoriile.

3. Pentru promovările din Social Media realizate cu vizualurile noastre, este recomandată utilizarea hashtag-urilor: #scurtcircuit #preturimici #vitezamaxima #ofertelimitate #infinityro #infinitymarketplace","Prețuri mici, viteză maximă! 🏎️
Prinde reducerile lunii august pe Infinity.ro! Te așteptăm cu oferte speciale la zeci de mii de produse din toate categoriile. Cele mai bune oferte dispar repede, așa că nu mai sta pe gânduri. 
Explorează acum selecția și comandă tot ce îți dorești la super preț!","",https://www.infinity.ro/scurt-circuit-august,Special Banners
liki24.ro,Liki24 SuperDeal – Reducere Extra de 5% la Produsele din Categorie,2026-08-02 21:00:00 UTC,2026-08-31 20:45:00 UTC,"romovați campania Liki24 SuperDeal și evidențiați reducerea suplimentară de 5% disponibilă pentru produsele participante. Folosiți codul promoțional SUPER5OFF pentru a obține încă 5% reducere la produsele eligibile. Subliniați că oferta este valabilă doar pentru o perioadă limitată și încurajați utilizatorii să profite de promoție înainte de expirare. Puneți accent pe economii, brandurile de încredere și avantajele cumpărăturilor prin Liki24. Vă rugăm să utilizați linkul de afiliere în toate materialele promoționale și să respectați reglementările locale privind publicitatea.",Profită de campania Liki24 SuperDeal! Folosește codul promoțional și obține o reducere suplimentară de 5% la produsele eligibile din categoria promoției. Economisește mai mult la produsele preferate pentru sănătate și îngrijire. Oferta este valabilă doar pentru o perioadă limitată!,SUPER5OFF,https://liki24.ro/category/8000923/?sort=price,Bonuses & Special Banners
aronia-charlottenburg.ro,Vara cu Aronia,2026-08-02 21:00:00 UTC,2026-08-31 20:45:00 UTC,"Ai ocazia să recomanzi audienței tale una dintre cele mai căutate oferte ale sezonului. În perioada 1–31 august, clienții primesc reduceri de până la 40% la o selecție de produse Aronia, plus încă 3,5% reducere la plata cu cardul — un argument de conversie foarte bun pentru materialele tale.

De ce merită promovată această campanie:
Gama Aronia are peste 60.000 de recenzii de la clienți, ceea ce înseamnă credibilitate instant pentru publicul tău
Reducerea de până la 40% + 3,5% la card este un stimul puternic de achiziție, ideal pentru CTA-uri cu sentiment de urgență
Oferta acoperă categorii foarte căutate în vară — imunitate, energie, somn, digestie — deci se pretează la conținut variat (postări, reels, newsletter)
Perioada limitată (1–31 august) creează urgență naturală pentru audiență

Categorii pe care le poți evidenția în conținutul tău:
Sucuri medicinale — PROMO 3x3L Suc Aronia și Sucul de Acerola
Vitamine și minerale — Magneziu Citrat, Bisglicinat și Taurat, Magneziu cu B6, Seleniu, D3+K2
Digestie și echilibru — probiotice concentrate, gama Bacto®, Armurariu, Brusture, uleiuri esențiale
Vitalitate și longevitate — Shilajit, NAD+, NR, Resveratrol, Spermidină, Spirulină, Cordyceps
Inimă și circulație — Coenzima Q10, Nattokinaza, Omega 3-6-9, Frunze de Măslin, Grape Seed
Imunitate și antioxidanți — Graviola, Rodie, Noni, uleiuri esențiale de Cimbru și Immunity
Echilibru feminin — Period Comfort, D-Chiro-Inositol
Somn și relaxare — Sleep Formula, GABA, 5-HTP
Memorie și concentrare — Bacopa Monnieri, BactoBRAIN®

Idei de unghiuri pentru conținutul tău:
""Nu lăsa suplimentele acasă"" — pentru audiența care călătorește
""Obiceiuri sănătoase, chiar și în concediu"" — pentru storytelling lifestyle
""Stoc de vară la preț de vară"" — pentru urgență și FOMO
""60.000+ recenzii nu mint"" — pentru social proof

Oferta se încheie pe 31 august, ora 23:59 — recomandăm să programezi conținutul din timp pentru a prinde tot intervalul.

 ","🌞 Vara cu Aronia e aici! 🌞
Ți-ai făcut bagajul. Ai luat și suplimentele?
Obiceiurile bune nu iau pauză în vacanță. În perioada 1–31 august, ai reduceri de până la 40% la o selecție de produse Aronia, pentru un concediu fără griji.
Produse din gama pentru care clienții noștri au lăsat peste 60.000 de recenzii.
💳 Plătești cu cardul? Primești încă 3,5% reducere, peste prețul deja redus. ❤️
În selecția de vară te poți bucura de:
🍷 Sucuri medicinale — PROMO: 3x3L Suc Aronia și Sucul de Acerola 
💊 Vitamine și minerale — Magneziu Citrat, Bisglicinat și Taurat, Magneziu cu B6, Seleniu, D3+K2
🌿 Digestie și echilibru — probiotice concentrate, gama Bacto®, Armurariu, Brusture și uleiuri esențiale
⚡ Vitalitate și longevitate — Shilajit, NAD+, NR, Resveratrol, Spermidină, Spirulină și Cordyceps
❤️ Inimă și circulație — Coenzima Q10, Nattochinase, Omega 3-6-9, Frunze de Măslin și Grape Seed
🛡️ Imunitate și antioxidanți — Graviola, Rodie, Noni, uleiuri esențiale de Cimbru și Immunity
🌸 Echilibru feminin — Period Comfort și D-Chiro-Inositol
😴 Somn și relaxare — Sleep Formula, GABA și 5-HTP
🧠 Memorie și concentrare — Bacopa Monnieri și BactoBRAIN®
...și multe alte produse care te așteaptă pe site la prețuri reduse.
Oferta se încheie pe 31 august, ora 23:59.
👇 Fă stocul acum, la preț de vară: https://aronia-charlottenburg.ro/vara-cu-aronia/ ",,https://aronia-charlottenburg.ro/vara-cu-aronia/,
inpuff.ro,InPuff Summer Sale – reduceri de până la 40% la toate Rochiile,2026-08-02 21:00:00 UTC,2026-08-31 20:45:00 UTC,"Summer Sale la InPuff! Vă invităm să promovați campania noastră cu reduceri de până la 40% la rochii elegante și ținute pentru evenimente. Sezonul evenimentelor este în plină desfășurare, fiind un moment bun pentru promovarea colecțiilor InPuff către audiența voastră.","Summer Sale la InPuff! Descoperă rochii elegante, ținute de eveniment și articole din colecțiile InPuff cu reduceri de până la 40%. O selecție atractivă pentru sezonul evenimentelor, disponibilă în limita stocului.",,https://www.inpuff.ro/produse/rochii-elegante,Special Banners & Special Product Feed
verdalis.ro,VerdaFlex: 2 flacoane la 209 lei + transport gratuit,2026-07-31 23:00:00 UTC,2026-08-31 22:00:00 UTC,"Campania VerdaFlex este activă până la 31 august 2026 și are ca ofertă principală Pachetul Recomandat:

2 flacoane VerdaFlex la 209 lei cu codul VERDA40, plus transport gratuit.

Codul poate fi folosit de mai multe ori pe durata campaniei și nu este necesară crearea unui cont. Pe pagina produsului poate apărea inițial prețul standard; reducerea și prețul final de 209 lei se văd în coș după aplicarea codului.

Principalele direcții de promovare sunt:

• Nu doar colagen
• 10 ingrediente într-o singură formulă
• 1.740 mg declarați în porția zilnică maximă
• Turmeric standardizat la 95%
• Boswellia Resin
• Cantități clar declarate
• O rutină simplă de 1–2 capsule pe zi

Atunci când sunt prezentate beneficiile, VerdaFlex trebuie comunicat ca produsul și formula completă, iar Turmericul și Boswellia ca ingrediente incluse în compoziție.

Sunt disponibile materiale aprobate în formatele 1:1, 4:5 și 9:16, precum și texte care pot fi adaptate în funcție de audiență și canal.

Materialele complete ale campaniei:
https://drive.google.com/drive/folders/1dfF1Mqd6leiZOKvEg1548_1XwX6Uq_jX

Pagina campaniei conține oferta, formula, cantitățile, informațiile despre administrare, livrare și explicația aplicării codului.

Obiectivul principal al campaniei este generarea de comenzi și vânzări măsurabile.","Nu doar colagen. VerdaFlex reunește 10 ingrediente într-o singură formulă, cu cantități clar declarate.

Pachetul Recomandat include 2 flacoane VerdaFlex la prețul final de 209 lei cu codul VERDA40, plus transport gratuit.

Campania este valabilă până la 31 august 2026. Codul poate fi folosit de mai multe ori și nu este necesară crearea unui cont. Pe pagina produsului poate apărea mai întâi prețul standard; reducerea și totalul final de 209 lei sunt afișate în coș după aplicarea codului.",VERDA40,https://www.verdalis.ro/verdaflex-nu-doar-colagen,Special Banners
noriel.ro ,Reduceri de pana la 70% |  1.08-14.09.2026,2026-07-31 22:15:00 UTC,2026-09-14 20:30:00 UTC,-,"Cu jucariile potrivite, distractia nu se opreste niciodata!😍🎉 In magazinele Noriel si pe noriel.ro gasesti acum cele mai tari oferte din an! 🔥 Profita de reducerile de pana la 70% si ofera-le micutilor tai o vacanta de neuitat! 💖 >> https://noriel.ro/promotii?product_list_order=discount.percent",,https://noriel.ro/promotii?p=3&product_list_order=discount.percent,Special Banners
drmax.ro/,Pachet de Grijă – August,2026-07-31 21:00:00 UTC,2026-08-30 21:00:00 UTC,"
⏳ Campania este valabilă pe tot parcursul lunii august.
👉 Descoperă Pachetul de Grijă pentru Protecția Ficatului aici: www.drmax.ro/pachete-de-grija
👉 Materialele vizuale sunt disponibile în platformă.
","☀️ În luna august, oferă-le clienților un plus de protecție și confort cu Pachetul de Grijă pentru Protecția Ficatului!

🌿 Dr. Max Silimarină Premium 30 capsule + Dr. Max Anghinare 250 mg, 30 comprimate filmate

Două produse complementare, reunite într-un singur pachet pentru susținerea sănătății ficatului.
",,www.drmax.ro/pachete-de-grija,
medimfarm.ro/,🌞 Black Friday de Vara la Medimfarm.ro – reduceri de pana la 40% toata luna august,2026-07-31 21:00:00 UTC,2026-08-31 20:45:00 UTC,Black Friday de Vară,"In luna august, Medimfarm.ro desfasoara campania Black Friday de Vara, cu reduceri de pana la 40% la peste 2.500 de produse din cele mai cautate categorii.

Detalii campanie:

* 📅 Perioada: 1 – 31 august 2026
* 🔥 Reducere: pana la 40%
* ❌ Fara cod promotional – preturile reduse sunt aplicate direct pe site
* 🛍️ Peste 2.500 de produse incluse in promotie

Categorii participante:

* Vitamine si suplimente
* Dermatocosmetice
* Produse pentru ingrijire personala

Profitati de interesul crescut pentru produsele de sanatate si ingrijire si promovati campania pe toate canalele voastre.

Va dorim conversii excelente!
Echipa Medimfarm.ro
",Fără cod,https://medimfarm.ro,
drmax.ro/,Ofertele Lunii August,2026-07-31 21:00:00 UTC,2026-08-30 21:00:00 UTC,"🔗 Descoperă campania completă aici:
👉 https://www.drmax.ro/ofertele-lunii
📦 Materialele vizuale sunt disponibile în platformă.
","Luna august aduce oferte speciale la produse pentru sănătate, frumusețe, îngrijire și pentru mama & copilul. Pe tot parcursul lunii, clienții pot descoperi reduceri de până la 50% la branduri apreciate și produse potrivite pentru întreaga familie.",,https://www.drmax.ro/ofertele-lunii,
drmax.ro/,50% reducere la produsele marca proprie Dr. Max,2026-07-31 21:00:00 UTC,2026-08-30 21:00:00 UTC,"📅 Perioada campaniei: 1–31 august
🌐 Landing page: https://www.drmax.ro/promo-dr-max
📦 Materialele vizuale sunt disponibile în platformă.
","Pe tot parcursul lunii, clienții pot beneficia de 50% reducere la o selecție variată de produse marca proprie Dr. Max, dedicate unor nevoi diverse de sănătate, wellness și îngrijire personală.",,https://www.drmax.ro/promo-dr-max,
re-bloom.ro/,🔥 Pachete speciale IRON °FLASK: Seturi 2 in 1 Sticle Termice & Pahare de la 115 RON (Până la 63% Reducere),2026-07-31 21:00:00 UTC,2026-08-30 21:00:00 UTC,"Canale de promovare recomandate:

Social Media: Postări, Reel-uri, Stories, TikToks axate pe lifestyle, sport, sală, drumeții sau cadouri utile.

Content & SEO: Articole pe bloguri de profil (fitness, cadouri, lifestyle, sport, recomandări de produse).

PPC & Display: Google Ads, Meta Ads (Facebook/Instagram), TikTok Ads targeting pe interese de fitness, outdoor, cadouri.

Messaging & Community: Grupuri de Facebook, canale de Telegram/WhatsApp axate pe oferte și reduceri.

Reguli de promovare:

❌ Restricție: Bidding direct pe cuvinte cheie de brand (ex: Re-Bloom, Re-Bloom.ro, IRON FLASK) în Google/Bing Search Ads.

✅ Permis: Google Shopping Ads și Facebook/Instagram Paid Ads pe audiențe largi sau de interese (fără brand bidding).

Materiale de sprijin:

Feed-ul de produse este actualizat la zi.

Banners și materiale vizuale sunt disponibile direct în secțiunea Media a programului.

💡 Ai un volum mare de trafic sau o comunitate dedicată? Contactează-ne direct în mesageria 2Performant pentru coduri de reducere dedicate sau materiale de promovare personalizate!","Ofertă de top pe Re-Bloom.ro: Seturi 2-în-1 de Sticle Termice & Pahare din Oțel Inoxidabil IRON °FLASK – Reduceri masive de până la 63%!

Oferă-le clienților tăi opțiunea ideală de smart-shopping: pachete duo cu sticle și pahare termice din oțel inoxidabil premium 18/8 (fără BPA), ideale pentru sport, birou, drumeții sau cadouri.

Pachete vedetă disponibile în campanie:

💧 Set Sticlă 950 ml + Pahar 830 ml (cu pai & 2 capace) – 120 RON (Preț de bază 180 RON)

💧 Set 2 Sticle Termice 950 ml + 650 ml (roz/albastru deschis) – 115 RON (Preț de bază 165 RON)

💧 Set 2 Sticle Termice 950 ml (alb/negru & albastru închis) – 125 RON (Preț de bază 180 RON)

💧 Set 2 Sticle Termice 1800 ml + 950 ml (roz/albastru deschis) – 135 RON (Preț de bază 195 RON)

De ce este o campanie ușor de convertit?

Performanță termică de top: Păstrează băuturile RECI până la 24h și CALDE până la 12h.

Versatilitate: Fiecare sticlă vine cu 3 capace interschimbabile (capac cu pai, flip lid, handle lid).

Design premium: Oțel inoxidabil 18/8 durabil, fără condens, fără miros metalic, finisaj vopsit cu pulbere și logo gravat laser.

Livrare rapidă 24-48h | Drept de retur 30 de zile | Opțiune de plată în rate (TBI Bank).

🚀 Promovează pachetele IRON °FLASK acum și obține comisioane rapide pe un produs extrem de căutat!",,https://www.re-bloom.ro/catalog/brand/iron-%C2%B0flask-11000076,
prestigehome.ro,Late Summer Sale,2026-07-31 21:00:00 UTC,2026-08-30 21:00:00 UTC,"Pana la -20% reducere la o selectie de produse Prestige cu livrare rapida din stoc: saltele, paturi, canapele si coltare. ","Pana la -20% reducere la o selectie de produse Prestige cu livrare rapida din stoc: saltele, paturi, canapele si coltare. ",,https://www.prestigehome.ro/collections/reduceri-de-20-%C8%99i-livrare-rapida-din-stoc-august,
mobilalaguna.ro,Reduceri Mobila Luna August 2026,2026-07-31 06:30:00 UTC,2026-08-31 20:45:00 UTC,"Prinde reducerile la mobila din luna aceasta! Am ales cele mai cautate produse din gama noastra la care am aplicat super reduceri. Astfel poti sa iti pregatesti casa asa cum doresti fara grija bugetului pentru mobila. Vei gasi aceste oferte semnalate cu etichete speciale in categoriile dormitor, canapele, living, coltare, bucatarie si multe altele. Poti vedea mai rapid produsele intrand in pagina dedicata campaniei de Super Reduceri. 
Suntem producatori de mobilier inca din 1994 din Maramures, Romania si oferim o gama variata la preturi avantajoase, atat mobila din pal cat si tapitata. In fiecare categorie veti gasi oferte si promotii. Pe langa preturile mici, oferim si Livrare Gratuita* in numai 4-10 zile lucratoare. Datorita faptului ca suntem producatori, comanda pleaca direct din fabrica la tine acasa, fara intermediari sau costuri suplimentare. Transportul se face prin flota proprie de masini, astfel ne asiguram ca ajung in stare buna.","Prinde reducerile la mobila din luna aceasta! Am ales cele mai cautate produse din gama noastra la care am aplicat super reduceri. Astfel poti sa iti pregatesti casa asa cum doresti fara grija bugetului pentru mobila. Vei gasi aceste oferte semnalate cu etichete speciale in categoriile dormitor, canapele, living, coltare, bucatarie si multe altele. Poti vedea mai rapid produsele intrand in pagina dedicata campaniei de Super Reduceri. 
Suntem producatori de mobilier inca din 1994 din Maramures, Romania si oferim o gama variata la preturi avantajoase, atat mobila din pal cat si tapitata. In fiecare categorie veti gasi oferte si promotii. Pe langa preturile mici, oferim si Livrare Gratuita* in numai 4-10 zile lucratoare. Datorita faptului ca suntem producatori, comanda pleaca direct din fabrica la tine acasa, fara intermediari sau costuri suplimentare. Transportul se face prin flota proprie de masini, astfel ne asiguram ca ajung in stare buna.",,https://mobilalaguna.ro/super-reduceri-la-mobila-si-canapele/,Special Banners
estel.ro ,August Summer Sale,2026-07-30 21:00:00 UTC,2026-08-31 20:00:00 UTC,special banners,"Vara este mai ușor să ai un păr sănătos, strălucitor și plin de vitalitate atunci când folosești produsele potrivite.
În perioada 31.07 – 31.08.2026, adaugă oricare 2 produse de îngrijire sau styling în coșul de cumpărături, iar discountul de 15% se aplică automat în coș pentru ambele produse!* (Șampon + Mască, Tratament + Styling – alegerea îți aparține în totalitate)",,https://www.estel.ro/ro/promotions/promotia-de-vara-reduceri-la-produsele-pe-site,Special Banners
kamu.ro,Parfumuri arabești cu reduceri de până la 37% pe kamu.ro,2026-07-28 21:00:00 UTC,2026-08-31 20:45:00 UTC,"Descoperă universul fascinant al parfumurilor arăbești, unde tradiția orientală se întâlnește cu rafinamentul modern.","Descoperă universul fascinant al parfumurilor arăbești, unde tradiția orientală se întâlnește cu rafinamentul modern.",,https://www.kamu.ro/parfumuri-arabesti.html,
paa-home.ro,Produse Resigilate Paa-Home.ro cu reducere de pana la -50%,2026-07-28 21:00:00 UTC,2026-12-30 22:00:00 UTC,Filtre si accesorii resigilate pentru aspiratoare,"Economiseste inteligent cu produsele resigilate PAA-home! Descopera accesorii pentru aspiratoare si roboti de aspirare, filtre, perii, rezervoare si multe alte produse verificate, complet functionale, disponibile cu reduceri de pana la 50%. Stocurile sunt limitate, iar ofertele sunt valabile doar in limita disponibilitatii.",,https://paa-home.ro/product-category/produse-resigilate-filtre-si-accesorii/,
padelboost.co.uk/,5% Off Discount Code,2026-07-27 22:00:00 UTC,2026-09-29 22:00:00 UTC,Can be shared anywhere,"Code: BLEAGUE5
Type: Amount off order
Details

    All customers
    For Online Store
    5% off entire order
    No minimum purchase requirement
    One use per customer
    Can’t combine with other discounts
    Active from 29 Sept 2025 to 30 Sept",BLEAGUE5,https://www.padelboost.co.uk/discount/BLEAGUE5,
yves-rocher.ro,1+1 OFERIT la îngrijire ten,2026-07-26 22:00:00 UTC,2026-08-25 21:45:00 UTC,"1+1 OFERIT la produsele pentru îngrijirea Tenului

Ofertă valabilă în limita stocurilor disponibile, în perioada 22.07 –  25.08.2026. La achiziționarea unui produs de îngrijire a tenului, fiecare al doilea produs (cu prețul standard cel mai mic) este OFERIT. Pentru primul produs se va achita prețul standard integral. Oferta nu poate fi cumulată cu alte reduceri, oferte și coduri promoționale.","Achiziționezi un produs pentru îngrijirea tenului, iar al 2-lea, mai ieftin, îți este Oferit!",,https://www.yves-rocher.ro/1-plus-1-oferit/c/1plus1-face-care,Special Banners
aronia-charlottenburg.ro,Promotie Aronino,2026-07-21 21:00:00 UTC,2026-09-30 20:45:00 UTC,"Vă informăm despre o nouă promoție Aronino, relevantă pentru sezonul de pregătire a copiilor pentru începerea școlii (recomandăm promovarea cu cel puțin o lună înainte de startul anului școlar, având în vedere că imunitatea se construiește în timp).

Mecanism ofertă: 1+1 GRATIS – la achiziționarea unui produs din selecția de mai jos, clientul primește încă un produs identic gratuit, în limita stocului disponibil.

Produse incluse în promoție:

Aronino Mini Biotic, 30 plicuri – 103 lei
Aronino Baby Biotic, 30 plicuri – 103 lei
Aronino Kids Multivitamins & Minerals, 60 tablete masticabile – 63 lei
Aronino Kids Ulei de Chimen Negru, 60 capsule masticabile – 58 lei
Aronino Kids Vitamin C, 60 tablete masticabile – 45 lei
Aronino Kids Magnesium, 60 tablete masticabile – 63 lei
Aronino Kids Calcium, 60 capsule masticabile – 63 lei
Aronino Kids Vitamin D3, 60 capsule masticabile – 63 lei

Link de promovare: https://aronia-charlottenburg.ro/vitamine-suplimente-copii/

Recomandăm includerea acestei oferte în materialele de promovare (bannere, articole, newslettere) cu accent pe perioada „back to school"" și pe beneficiul 1+1 GRATIS, atractiv pentru părinți.","Imunitatea micuțului tău se construiește în timp. Pregătește-l pentru începerea școlii cu cel puțin o lună înainte! 📚👧🧒
Aronino te așteaptă cu oferta 1+1 GRATIS ca să-i asiguri tot ce are nevoie.
Asta înseamnă că la fiecare produs cumpărat mai primești încă unul cadou din partea noastră, în limita stocului disponibil.
Vorbim despre:
💜 Aronino Mini Biotic, 30 plicuri, cu doar 103 lei 
💜 Aronino Baby Biotic, 30 plicuri, cu doar 103 lei 
💜 Aronino Kids Multivitamins & Minerals, 60 tablete masticabile, cu doar 63 lei 
💜 Aronino Kids Ulei de Chimen Negru, 60 capsule masticabile, cu doar 58 lei 
💜 Aronino Kids Vitamin C, 60 tablete masticabile, cu doar 45 lei 
💜 Aronino Kids Magnesium, 60 tablete masticabile, cu doar 63 lei 
💜 Aronino Kids Calcium, 60 capsule masticabile, cu doar 63 lei 
💜 Aronino Kids Vitamin D3, 60 capsule masticabile, cu doar 63 lei 
🛒 Comandă-le acum și nu rata oferta 1+1 GRATIS la selecția de suplimente pentru copii: https://aronia-charlottenburg.ro/vitamine-suplimente-copii/",,https://l.facebook.com/l.php?u=https%3A%2F%2Faronia-charlottenburg.ro%2Fvitamine-suplimente-copii%2F%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBExUXJ5TU5mMGpOWmpJY3FoanNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR5j2DM-L9OuylGTdiQ99dnYnHXpIJ5jxNxImTuaDXdihjxSD4aY7_kB7loIFw_aem_A4qQFysHrcv4DaPuclHz1A&h=AUD88vuWvtUK7gkDK5pOvMRigA6U8BTLKqxIsWKXGGCCf2y_SWj3Pkau2f0MUDa52OHMbcXImklLwANE7VdGODmPsZOel8JE_97EtjWHOtbYQxtAhQlNx6ooImC5e7gUBfdzdfCZTjEiu7WZ&__tn__=-UK-R&c[0]=AUC8Oq8YjXsO-3bJ3O-UjgUTnFPValOB9jD2877cKLawKG21wEz-4Zlu8OAADQn2t8VOEOTKb0MsCpoXLTpN_av9zKMEcQHE9CPMToXR-IdE_p8Km0NPOG1u9QX8ky6kiknYkgsmVqldMWPZikiVSC2-Rd3nGWo2CTzGC_eoujuvte9S90wUd8xUN7WtEq32hauPWnyRe2HOFQW2IqziqLO-VQ,
ada-shoes.ro,40% reducere,2026-07-18 21:00:00 UTC,2026-08-30 21:00:00 UTC,"25% reducere la incaltaminte
15% reducere la posete/rucsacuri
40% reducere la fiecare pereche daca se achizitioneaza minim 2 produse, iar reducerea de 40% se aplica pe foecare pereche in parte de la minim 2 perechi in sus
Branduri precum: SKECHERS, GRYXX, OTTER, RIEKER, ADA SHOES, ANEKKE si multe altele.
","25% reducere la incaltaminte
15% reducere la posete/rucsacuri
40% reducere la fiecare pereche daca se achizitioneaza minim 2 produse, iar reducerea de 40% se aplica pe foecare pereche in parte de la minim 2 perechi in sus
Branduri precum: SKECHERS, GRYXX, OTTER, RIEKER, ADA SHOES, ANEKKE si multe altele.
","",https://ada-shoes.ro/,
style4street.com,Geci Statement la Reducere ,2026-07-16 21:00:00 UTC,2026-09-16 21:00:00 UTC,campaign hashtag #style4street,"Outlet Style4Street — modă urbană damă la prețuri reduse. Descoperă geci și jachete statement din colecțiile noastre, cu reduceri de 10%. Piese versatile, cu personalitate și croieli moderne, la prețuri mai mici — perfecte pentru a-ți completa garderoba urbană fără compromisuri de stil. Stoc limitat, ofertele se actualizează periodic, așa că cele mai bune modele pleacă rapid. Livrare rapidă în toată România și livrare gratuită pentru comenzile de peste 349 lei. Prinde-ți piesele preferate cât încă sunt disponibile!","",https://style4street.com/outlet/,Special Banners
intimplay.ro,Up to 60% off ,2026-07-16 21:00:00 UTC,2026-08-30 21:00:00 UTC,NA,"Profită de campania de reduceri IntimPlay, unde clienții pot găsi o selecție de produse la prețuri reduse cu până la 60%. Categoria Promo include oferte din mai multe categorii, ideale pentru cei care caută produse de calitate la prețuri avantajoase.","",https://www.intimplay.ro/19-promotii?order=product.price.asc&page=2,
hobiktoys.ro,Back to School | Câștigă comision de până la 12%,2026-07-11 21:00:00 UTC,2026-08-30 21:00:00 UTC,"Condițiile campaniei:

Perioada: 12 iulie – 31 august 2026.
Afiliații care generează minimum 500 lei vânzări validate în perioada campaniei vor beneficia de un comision de 12% pentru toate vânzările validate până la finalul campaniei Back to School.
Pentru ceilalți afiliați, comisionul standard rămâne 8%.
Sunt binevenite promovările prin bloguri, site-uri de conținut, Google Ads (fără licitare pe brand), Google Shopping, social media, email marketing și alte surse de trafic permise prin program.
Materiale foto și video sunt disponibile la cerere.","În perioada campaniei Back to School, afiliații care generează minimum 500 lei vânzări validate beneficiază de un comision de 12% pentru toate vânzările validate până la finalul campaniei Back to School.

Pentru ceilalți afiliați, comisionul standard rămâne 8%.

Hobik Toys este un brand românesc de jocuri și produse educative pentru copii, prezent în peste 7.500 de familii, disponibil în rețele precum Cărturești, Librarium și CLB, cu materiale promoționale disponibile și livrare rapidă.","",https://www.hobiktoys.ro/,Bonuses & Challenges
fera.ro,HILL'S 9+3 conserve GRATIS,2026-07-10 09:15:00 UTC,2026-08-30 21:00:00 UTC, ,"Vara aceasta, hidratarea animalului tău de companie devine mai simplă și mai avantajoasă. Alege pachetele Hill’s Prescription Diet și Hill’s Science Plan și bucură-te de beneficiile promoției.

Oferta este valabilă în limita stocului disponibil, doar pentru produsele participante.",,https://fera.ro/promotie-hills-set-93-conserve-gratis/,Special Banners
e-potion.ro,10% reducere pe tot site-ul e-Potion.ro,2026-07-09 21:00:00 UTC,2027-07-09 21:00:00 UTC,"Cod public: EPOTION10 — 10% reducere pe valoarea totală a coșului, valabil pe tot site-ul e-Potion.ro.
Excepții — reducerea nu se aplică la:
• Categoria IQOS
• Kiturile Veev Inprim (se aplică la capsulele de schimb)
• Produsele aflate deja la promoție
Detalii utile:
• Valabilitate: pe termen nedeterminat, fără dată de expirare
• Fără comandă minimă
• Codul este public și poate fi listat liber pe site-uri de cupoane, în articole, review-uri sau pe social media
- Argumente de conversie: coș mediu 180 lei, rată de retur sub 1%, livrare în 24/48h (expediere în aceeași zi pentru comenzile plasate până la ora 16:00, luni–vineri).
- Dacă doriți un cod personalizat pentru comunitatea dumneavoastră, materiale grafice sau un text de prezentare, scrieți-ne oricând în mesagerie.","Folosește codul EPOTION10 și primești 10% reducere pe valoarea totală a coșului, pe tot site-ul e-Potion.ro.
Sute de arome, lichide, dispozitive și accesorii — de la branduri proprii până la cele mai cunoscute nume internaționale.
Livrare în 24/48h în toată țara, iar comenzile plasate până la ora 15:00 (luni–vineri) se expediază în aceeași zi.
Excepții: categoria IQOS, kiturile Veev Inprim și produsele aflate deja la promoție.
Fără dată de expirare — codul este valabil permanent.",epotion10,https://e-potion.ro,
paa-home.ro,Reduceri Paa-Home.ro de pana la -60% la accesorii pentru aspiratoare,2026-07-05 21:00:00 UTC,2026-10-31 21:45:00 UTC,Reduceri Paa-Home.ro de pana la -60% la accesorii pentru aspiratoare,"Descopera ofertele Paa-Home.ro si bucura-te de reduceri de pana la 60% la o gama variata de accesorii compatibile pentru aspiratoare robot, aspiratoare verticale si aspiratoare clasice.

Gaseste rapid accesoriile potrivite pentru aspiratorul tau si alege produse compatibile pentru branduri populare precum Roborock, Xiaomi, Dyson, Rowenta, Philips, Samsung, Karcher, Miele si multe altele.

Promotia include: filtre HEPA si filtre de schimb pentru aspiratoare, perii principale si laterale pentru aspiratoare robot, lavete, mopuri si accesorii de curatare, piese compatibile pentru numeroase modele de aspiratoare.

Profita acum de preturile speciale Paa-Home.ro si prelungeste durata de viata a aspiratorului tau cu accesorii potrivite la pret redus.",,https://paa-home.ro/,
craftup.ro ,"Reduceri CraftUp de pana la -66% la ambalaje, accesorii handmade si decoratiuni",2026-07-05 21:00:00 UTC,2026-10-31 21:45:00 UTC,"Reduceri CraftUp de pana la -66% la ambalaje, accesorii handmade si decoratiuni","Profita de reducerile CraftUp de pana la 66% la produse pentru ambalare, proiecte creative si decoratiuni. Descopera oferte la cutii, pungi, sacose, stickere, accesorii handmade, articole DIY si produse pentru petreceri sau evenimente speciale.",,https://craftup.ro/collections/oferte,
