Affiliate program,Promotion name,Start Date,End Date,Description (for affiliate),Description (for customer),Coupon code,Landing Page,Benefits & Tools
rowenta.ro/,Rowenta Spring sales,2026-05-04 21:00:00 UTC,2026-05-27 21:00:00 UTC,"Pentru orice comanda in valoare de peste 600 RON poti primi un Ondulator de par Rowenta Elite Shine CF3228F0 daca te afli printre primii 100 de cumparatori. 
Adauga in cos codul de voucher SPRING si beneficiezi de 20% EXTRA discount pentru produsele selectate. 
*Campanie valabilă in perioada 4-28 Mai, în limita stocului disponibil. Mai multe detalii in regulament.","Pentru orice comanda in valoare de peste 600 RON poti primi un Ondulator de par Rowenta Elite Shine CF3228F0 daca te afli printre primii 100 de cumparatori. 
Adauga in cos codul de voucher SPRING si beneficiezi de 20% EXTRA discount pentru produsele selectate. 
*Campanie valabilă in perioada 4-28 Mai, în limita stocului disponibil. Mai multe detalii in regulament.",SPRING,https://www.rowenta.ro/rowenta_spring_sales,
moftcollection.ro/ ,Livrare Gratuita la comenzi de peste 200 lei,2026-05-04 21:00:00 UTC,2026-12-31 21:45:00 UTC,Livrare Gratuita la comenzi de peste 200 lei,"E timpul pentru un upgrade! Comanda accesoriile tale preferate de pe Moft Collection si, daca depasesti pragul de 200 lei, noi iti platim transportul!

Nu uita: la fiecare comanda primesti setul complet de protectie (folie de sticla + protectie camera) CADOU.
👉Transport Gratuit (>200 lei)
👉Cadouri incluse la orice comanda
👉Huse, curele si accesorii de top.
Comanda acum si economiseste!",,https://moftcollection.ro/,
paa-home.ro,Livrare Gratuita la comenzi de peste 350 lei,2026-05-04 21:00:00 UTC,2026-12-31 21:45:00 UTC,Livrare Gratuita la comenzi de peste 350 lei,"Ai nevoie de consumabile pentru aspiratorul tău? Comandă de pe paa-home.ro și beneficiezi de Transport Gratuit la toate comenzile de peste 350 lei!

Avem în stoc accesorii compatibile pentru cele mai populare branduri:
👉Roboți: Roborock (S8, S7, S5), Xiaomi, Dreame, Viomi.
👉Verticale: Dyson, Rowenta, Jimmy, Tineco.
👉Purificatoare și umidificatoare: Filtre dedicate pentru aer curat.

Profită de livrarea rapidă în 24-48h și asigură-te că aparatele tale funcționează ca noi!",,https://paa-home.ro/,
craftup.ro ,EXTRA reducere CraftUp -15% la minim 3 produse achizitionate din selectie,2026-05-04 21:00:00 UTC,2026-10-31 21:45:00 UTC,EXTRA reducere CraftUp -15% la minim 3 produse achizitionate din selectie,"Pregătește-te pentru proiectele tale creative cu o ofertă de nerefuzat la CraftUp! Creează-ți propriul pachet personalizat și economisești mai mult.

Alege oricare 3 produse din selecția noastră specială — de la ambalaje premium și sacoșe din iută, până la decorațiuni handmade și felicitări — și primești o reducere EXTRA de 15%. Reducerea se aplică automat în coșul de cumpărături imediat ce pachetul tău este complet.
👉Selecție variată: Ambalaje, stickere, felicitări și accesorii DIY.
👉Reducere Automată: Fără coduri de voucher, direct în coș.
👉Livrare Rapidă: Produse expediate rapid din stoc propriu.",,https://craftup.ro/pages/pachete-produse,
petmart.ro,Profită de reducerile la antiparazitare pentru câini și pisici,2026-05-04 21:00:00 UTC,2026-05-30 21:00:00 UTC,"Campanie valabilă până pe 31 mai 2026. Bannele sunt urcate în categoria Antiparazitare 2026, în formatele 1200x628 px, 1080 x 1080 px, 300x600 px.
#antiparazitare #preventie #petmart #oferteantiparazitare","Căpușe, purici, țânțari, paraziți interni? Primăvara vine și cu provocări, nu doar cu vreme frumoasă pentru joacă în natură. Poți preveni toate aceste neplăceri cu antiparazitarele special concepute pentru blănosul tău. Profită de reducerile de până la -60% în luna mai!",,https://www.petmart.ro/promotii.html#q=&idx=pm_default_products&p=0&hFR%5Bcategories.level0%5D%5B0%5D=Promotii%20%2F%2F%2F%20PROMOTII%20ANTIPARAZITARE&is_v=1,Special Banners
libhumanitas.ro,20% reducere la toate titlurile din categoria Știință ale editurii HUMANITAS,2026-05-04 21:00:00 UTC,2026-05-31 20:45:00 UTC,20% reducere la toate titlurile din categoria Știință ale editurii HUMANITAS.  Livrare gratuita la comenzi mai mari de 149 lei.,20% reducere la toate titlurile din categoria Știință ale editurii HUMANITAS.  Livrare gratuita la comenzi mai mari de 149 lei.,,https://www.libhumanitas.ro/carti.html?c2c_book_publisher=humanitas&cat=236&_gl=1*76tm7x*_up*MQ..*_ga*MTQwMTg3NzY0MS4xNzc3OTY5MDY0*_ga_SYM7XQ1C77*czE3Nzc5NjkwNjQkbzEkZzEkdDE3Nzc5NzAzODIkajYwJGwwJGgw,Special Banners
libhumanitas.ro,25% reducere la o selectie de titluri ale Grupului Editorial ART,2026-05-04 21:00:00 UTC,2026-05-31 20:45:00 UTC,25% reducere la o selectie de titluri ale Grupului Editorial ART.  Livrare gratuita la comenzi mai mari de 149 lei.,25% reducere la o selectie de titluri ale Grupului Editorial ART.  Livrare gratuita la comenzi mai mari de 149 lei.,,https://www.libhumanitas.ro/,Special Banners
libhumanitas.ro,25% reducere la toate titlurile editurii GAMA,2026-05-04 21:00:00 UTC,2026-05-31 20:45:00 UTC,25% reducere la toate titlurile editurii GAMA.  Livrare gratuita la comenzi mai mari de 149 lei.,25% reducere la toate titlurile editurii GAMA.  Livrare gratuita la comenzi mai mari de 149 lei.,,https://www.libhumanitas.ro/,Special Banners
babyneeds.ro,Happy Days Sale BabyNeeds.ro,2026-05-04 21:00:00 UTC,2026-06-01 21:00:00 UTC,Campania se desfasoara pana pe 2.06.2026!,"Happy Days Sale vine cu reduceri de pana la 63% la mii de produse pentru micutul tau! Gasesti articole la pret redus din categoriile Carucioare copii, Scaune auto copii, Genti plimbare, Accesorii plimbare, Marsupii si port bebe alaturi de Saci de iarna.",,https://www.babyneeds.ro/lp/happy-days-sale,
herbagetica.ro,"🔥Până la 30% reducere la gama antistres!🧘‍♀️Mai puțin stres, mai multă bucurie!",2026-05-04 06:30:00 UTC,2026-05-31 20:45:00 UTC,"În perioada 4–31 mai, poți promova reduceri de până la 30% la produsele din gama antistres 🌿

Campania include produse populare precum Magneziu Bisglicinat, Ashwagandha și Roiniță, soluții naturale căutate pentru echilibru și relaxare 😌

🖼️ Bannerele sunt disponibile în platformă.

Spor la conversii! 🌺","Luna mai aduce oferte speciale pentru starea ta de bine 🌿

Până pe 31 mai, te bucuri de reduceri de până la 30% la produse pentru combaterea stresului și susținerea unui somn odihnitor 😌💤

În campanie sunt incluse produse precum Magneziu Biglicinat, Ashwagandha și multe altele.🌱

Descoperă oferta pe herbagetica.ro. Alege mai puțin stres și mai multă bucurie 💚",,https://herbagetica.ro/anti-stres.html,Special Banners
jollymag.ro/,Reducere 10% la tot cosul,2026-05-03 21:00:00 UTC,2026-12-30 22:00:00 UTC,Promotie valabila pentru toate produsele din jollymag.ro!,"Reducere 10% la tot cosul de cumparaturi, indiferent de valoare si indiferent daca produsele sunt deja reduse! Foloseste codul voucher JOLLY10 la finalizarea comenzii, valabil exclusiv pe www.jollymag.ro",JOLLY10,https://jollymag.ro/brand/680-jollymag,
optiblu.ro,Reducere de 30% la TOTI ochelarii de vedere,2026-05-01 09:00:00 UTC,2026-05-30 21:00:00 UTC,Ne dorim cresterea comenzilor de ochelari de vedere. Puteti sa folositi bannerele create de noi.,Reducere de 30% la TOTI ochelarii de vedere,MAI,https://www.optiblu.ro/,
mobilalaguna.ro,Reduceri Mobila Luna Mai 2026,2026-05-01 07:00:00 UTC,2026-05-31 20:45:00 UTC,"Prinde reducerile la mobila din luna aceasta! Am ales cele mai cautate produse din gama noastra la care am aplicat super reduceri. Astfel poti sa iti pregatesti casa asa cum doresti fara grija bugetului pentru mobila. Vei gasi aceste oferte semnalate cu etichete speciale in categoriile dormitor, canapele, living, coltare, bucatarie si multe altele. Poti vedea mai rapid produsele intrand in pagina dedicata campaniei de Super Reduceri. 
Suntem producatori de mobilier inca din 1994 din Maramures, Romania si oferim o gama variata la preturi avantajoase, atat mobila din pal cat si tapitata. In fiecare categorie veti gasi oferte si promotii. Pe langa preturile mici, oferim si Livrare Gratuita* in numai 4-10 zile lucratoare. Datorita faptului ca suntem producatori, comanda pleaca direct din fabrica la tine acasa, fara intermediari sau costuri suplimentare. Transportul se face prin flota proprie de masini, astfel ne asiguram ca ajung in stare buna.","Prinde reducerile la mobila din luna aceasta! Am ales cele mai cautate produse din gama noastra la care am aplicat super reduceri. Astfel poti sa iti pregatesti casa asa cum doresti fara grija bugetului pentru mobila. Vei gasi aceste oferte semnalate cu etichete speciale in categoriile dormitor, canapele, living, coltare, bucatarie si multe altele. Poti vedea mai rapid produsele intrand in pagina dedicata campaniei de Super Reduceri. 
Suntem producatori de mobilier inca din 1994 din Maramures, Romania si oferim o gama variata la preturi avantajoase, atat mobila din pal cat si tapitata. In fiecare categorie veti gasi oferte si promotii. Pe langa preturile mici, oferim si Livrare Gratuita* in numai 4-10 zile lucratoare. Datorita faptului ca suntem producatori, comanda pleaca direct din fabrica la tine acasa, fara intermediari sau costuri suplimentare. Transportul se face prin flota proprie de masini, astfel ne asiguram ca ajung in stare buna.",,https://mobilalaguna.ro/super-reduceri-la-mobila-si-canapele/,Special Banners
zurlishop.ro,Câștigă un apel de la un membru din Gașca Zurli la comenzi de minimum 250 lei,2026-04-30 21:00:00 UTC,2026-05-30 21:00:00 UTC,"La cerere, putem oferi exemple de ""Coșuri de cumpărături"" de 250 RON.
Vă puteți axa pe best selers: Păpușa Fetița Zurli, Rochițe Fetița Zurli","La fiecare comandă eligibilă de minimum 250 RON, clientul poate alege un personaj din Gașca Zurli cu care să aibă un apel video. 
Personajele eligibile pentru campanie: Fetița Zurli, Vrăjimăturica, Truli, Zdrăngănel, Tura Vura, Bucătărașul Zurli.
Perioada campaniei: 01.05.2026-31.05.2026
Apelurile video vor avea loc în perioada: 02.06.2026-20.02.2026",,https://zurlishop.ro/regulament-cumpara-de-minimum-250-ron-si-primesti-un-apel-video-de-la-gasca-zurli/,
prestigehome.ro,Mai mult confort pentru un stil de viata mai bun,2026-04-30 21:00:00 UTC,2026-05-31 20:45:00 UTC,"Intre 1 si 31 mai ai reduceri de pana la -25% la o selectie de paturi, saltele si canapele Prestige Home. Alege-ti preferatele si bucura-te de livrare rapida din stoc! ","Intre 1 si 31 mai ai reduceri de pana la -25% la o selectie de paturi, saltele si canapele Prestige Home. Alege-ti preferatele si bucura-te de livrare rapida din stoc! ",,https://www.prestigehome.ro/collections/reduceri-de-25-%C8%99i-livrare-rapida-din-stoc-mai,
drmax.ro/,Ofertele Lunii - Mai,2026-04-30 21:00:00 UTC,2026-05-30 21:00:00 UTC,"✨ De ce merită promovată campania:
• Reduceri atractive în categorii esențiale
• Branduri cunoscute și apreciate
• Produse pentru întreaga familie
• Oferte disponibile pe tot parcursul lunii mai

🔗 Descoperă campania completă aici:
👉 https://www.drmax.ro/ofertele-lunii
📦 Materiale vizuale: disponibile în platformă
","Luna mai vine cu reduceri speciale la produse esențiale pentru sănătate, îngrijire și frumusețe. Pe tot parcursul lunii, clienții pot profita de oferte atractive la branduri cunoscute și produse dedicate întregii familii.",,https://www.drmax.ro/ofertele-lunii,
dacris.net,Ambalaje HoReCa și consumabile profesionale ,2026-04-30 21:00:00 UTC,2026-05-30 21:00:00 UTC,"Categoria Ambalaje și Articole HoReCa include consumabile de unică folosință, tacâmuri, pungi alimentare, caserole, pahare și articole esențiale pentru restaurant, cafenea, catering și birou.","Tot ce ai nevoie pentru HoReCa într-un singur loc: ambalaje alimentare, consumabile de unică folosință, tacâmuri, pungi și caserole. Gamă largă, prețuri competitive, livrare rapidă. Disponibile pe dacris.ro.",,https://www.dacris.net/administrativ/ambalaje-si-articole-horeca,Special Banners
bigiottos.com/,5% Discount la orice comanda,2026-04-28 21:00:00 UTC,2026-05-30 21:00:00 UTC,--,Beneficiezi 5% Discount la orice comanda direct in cosul de cumparaturi.,"",https://bigiottos.com/,
craftup.ro ,Solutii Premium de Ambalare: Pungi si Sacose pentru orice ocazie cu preturi de la 11 lei/set,2026-04-26 21:00:00 UTC,2026-09-30 20:45:00 UTC,Solutii Premium de Ambalare: Pungi si Sacose pentru orice ocazie cu preturi de la 11 lei/set,"Descopera colectia de pungi si sacose de pe Craftup.ro, solutia ideala pentru ambalarea eleganta si sustenabila a produselor tale. Oferta noastra include de la pungi de hartie si cadou, pana la variante stand-up premium si sacose textile reutilizabile, perfecte pentru retail sau evenimente. Fiecare model este conceput sa imbine estetica cu rezistenta, oferind o prezentare impecabila cadourilor sau marfurilor tale. Alegand ambalajele noastre eco-friendly, adaugi un plus de valoare brandului tau si respect fata de mediu. Exploreaza gama diversificata si gaseste dimensiunea sau stilul potrivit pentru orice ocazie. ",,https://craftup.ro/collections/pungi-si-sacose,
doctorshield.ro/,"Livrare si retur GRATUIT la orice comanda de gratare, paturi, birouri si scaune de gaming",2026-04-26 21:00:00 UTC,2026-09-30 20:45:00 UTC,"Livrare si retur GRATUIT la orice comanda de gratare, paturi, birouri si scaune de gaming","Modernizeaza-ti spatiul cu solutiile profesionale de la Doctor Shield, unde calitatea intalneste confortul absolut. De la birouri reglabile si scaune gaming ergonomice, pana la incalzitoare de terasa si mic mobilier, oferim tot ce ai nevoie pentru un stil de viata eficient. Beneficiezi de transport si retur gratuit la toate comenzile, eliminand orice grija suplimentara. In plus, prin parteneriatul cu TBI Bank, poti achizitiona produsele dorite acum si sa le platesti mai tarziu in 6 pana la 60 de rate, cu aprobare 100% online. Profita de livrarea rapida si transforma-ti mediul de lucru sau de relaxare cu dotari de top, accesibile oricui. Exploreaza gama noastra diversificata si alege performanta fara compromisuri!",,https://doctorshield.ro/,
autobob.ro,Pachete revizie auto cu reducere de pana la -35%,2026-04-26 21:00:00 UTC,2026-10-31 21:45:00 UTC,Pachete revizie auto cu reducere de pana la -35%,"Incepe sezonul drumurilor lungi, iar masina ta merita toata atentia pentru a te purta in siguranta spre fiecare destinatie. Pe Autobob.ro am reunit excelenta marcilor de top precum Motul, Castrol si Mann-Filter in pachete de revizie complete, create special sa ofere motorului tau protectia si performanta de care are nevoie.

Indiferent daca esti la volanul unui Audi , al unui BMW sau al unui Ford, gasesti acum solutia ideala gata configurata. Poti uita de cautarile nesfarsite dupa coduri de piese, deoarece am pregatit totul intr-un singur loc, cu reduceri ce depasesc 35%. De la pachete economice pentru Opel la doar 152 lei, pana la kituri profesionale pentru transmisii DSG, calitatea este acum accesibila si livrata rapid, direct din stoc.

Alege sa economisesti timp si bani fara sa faci compromisuri la calitatea pieselor. Intra pe site, selecteaza marca masinii tale si profita de ofertele momentului. Masina ta iti va multumi la fiecare kilometru parcurs cu un consum optim si o functionare impecabila.

Autobob — Piese de incredere pentru calatorii fara griji.",,https://www.autobob.ro/pachete-revizie,
automobilus.ro,Reducere de pana la 24% la vopseaua FOLIATEC pentru etriere!,2026-04-24 21:15:00 UTC,2026-05-30 21:00:00 UTC,"-valoare buna a cosului de cumparaturi
-rata de retur foarte mica
-platim comisioanele in timputil
-gama mare de produse
-brand puternic","Kitul de vopsea etrieri Foliatec este o soluție profesională ce oferă un aspect sportiv, lucios și protecție de lungă durată (câțiva ani) împotriva coroziunii, substanțelor chimice și temperaturilor înalte.
Pe automobilus.ro Kit-ul contine:

Un spray de curatat franele, foarte eficient, pentru a indeparta toata mizeria si praful reziduu de la placutele de frana de pe etrier
Un recipient cu 125ml de vopsea
Un tub cu 50ml de intaritor special pentru vopsea
Perie de sarma 
Pensula pentru vopsit
Rigla din lemn pentru amestecat

Nu este necesar sa demontati etrierul de pe masina si nici placutele de frana, intrucat aplicarea se face cu o pensula mica ce va permite foarte multa precizie in aplicare, fara vopsirea unor elemente nedorite, cum ar fi placutele, discul sau conductele de frana.

Vopseaua Foliatec are urmatoarele caracteristici:

Rezistenta la substante chimice si lichid de frana
Are o excelenta adeziune
Rezistenta la uleiuri
Isi pastreaza foarte bine nivelul de luciu, fie el mat sau lucios, in functie de produsul ales",,https://automobilus.ro/vopsele-si-auxiliare/vopsea-pentru-etriere?filter=QnJhbmRQcm9kdWN0RmllbGRzRmlsdGVyJTVCMCU1RD04MjUx,
automobilus.ro,Reduceri la accesoriile masinilor electrice !,2026-04-24 21:00:00 UTC,2026-05-30 21:00:00 UTC,"-brand puternic
-valoare excelenta a cosului de cumparaturi
-plata comisionelor in timp util
","preturi excelente la accesoriile masinilor electrice
",,https://automobilus.ro/accesorii-masini-electrice,
regata.ro/ ,Confort pentru toti. Pret pentru oricine Regata.ro,2026-04-23 21:00:00 UTC,2026-05-30 21:00:00 UTC,Campania este valabila in limita stocului disponibil!,"Am lansat o noua campanie pentru boilerele Ariston - o categorie cu cerere constanta si interes ridicat.

Campania Confort pentru toti. Pret pentru oricine.
•	Preturi incepand de la 319.99 lei
•	Boilere fiabile, durabile si eficiente energetic
•	Produse cunoscute, usor de promovat
•	Potential ridicat de conversie

Campania este valabila in limita stocului disponibil, produsele participante sunt disponibile aici: https://regata.ro/termice/boilere-si-accesorii/boilere 
",,https://regata.ro/termice/boilere-si-accesorii/boilere,
sportdepot.ro,Reducere SportDepot.ro -40% Colectie de vara: KIDS MOVIE HEROES & NAME IT,2026-04-22 21:00:00 UTC,2026-05-30 20:45:00 UTC,-40% colectie de vara de la brandurile KIDS MOVIE HEROS si NAMET IT valabila pana pe 30.05.2026.,Pe SportDepot.ro au început reducerile la articolele pentru copii -40% colectie de vara de la brandurile KIDS MOVIE HEROS si NAMET IT valabila pana pe 30.05.2026,"",https://www.sportdepot.ro/40_colectie_de_vara_kids_movie_heroes_name_it/recommended-1298,
atomico.ro ,Spring Deals cu până la -55% la unelte sezoniere pentru curte și grădină,2026-04-20 21:00:00 UTC,2026-05-31 20:45:00 UTC,"Până pe 31 mai pe atomico.ro este activă campania Spring Deals care oferă până la 55% reducere la produsele selectate.

În cadrul campaniei se regăsesc peste 600 de produse precum motosape, drujbe, motoburghie, motocositoare etc. care sunt extrem de utile în acest sezon pentru munca din curte și grădină.","Este momentul ideal să-ți cumperi sculele și uneltele care să-ți facă munca din curte și grădină mai ușoară, deoarece pe atomico.ro sunt reduceri de până la -55% la uneltele sezoniere.",,https://www.atomico.ro/collections/unelte-sezoniere,Special Banners
farmec.ro," INTRĂ ACUM ÎN BeautyCLUB GEROVITAL ȘI POȚI CÂȘTIGA SUPER PREMIILE VERII, DESTINATE EXCLUSIV MEMBRILOR.",2026-04-16 21:00:00 UTC,2026-05-25 20:45:00 UTC,"Campanie valabilă pe farmec.ro și în magazinele Gerovital participante. Promoție valabilă în perioada 17 aprilie - 25 mai 2026
Bannerele sunt urcate!","ACTIVEAZĂ ȘANSA TA LA O VARĂ PREMIUM ÎN TREI PAȘI SIMPLI:
♥  Intră în BeautyCLUB Gerovital.

♥  Achiziționează produse de minimum 99 lei pe farmec.ro sau din magazinele Gerovital în perioada 17 aprilie - 25 mai 2026.

♥  Înscrie-te în cursa pentru o croazieră mediteraneană pentru două persoane și alte premii fabuloase.
",,https://www.farmec.ro/tombola-fidelizare-gerovital,Special Banners
moftcollection.ro/ ,Folie de sticla si protectie camera CADOU la fiecare comanda,2026-04-15 21:00:00 UTC,2026-08-31 20:45:00 UTC,Protectie Completa Gratuita la Fiecare Comanda,"Acum este momentul perfect sa iti accesorizezi telefonul si sa beneficiezi de un pachet de protectie premium fara niciun cost suplimentar. La fiecare comanda plasata pe site-ul MoftCollection.ro, primesti cadou atat o folie de sticla securizata pentru ecran, cat si o protectie dedicata pentru camera foto. Ne dorim sa te bucuri de dispozitivul tau fara grija zgarieturilor sau a loviturilor accidentale, oferindu-ti aceste accesorii esentiale direct in colet.

Folia de sticla asigura o claritate maxima si o rezistenta sporita la impact, in timp ce protectia pentru camera pastreaza lentilele intacte pentru ca tu sa poti face fotografii impecabile de fiecare data. Procesul este extrem de simplu deoarece nu trebuie sa adaugi nimic suplimentar in cos. Echipa noastra va include automat pachetul cadou. Profita de aceasta oferta limitata si asigura-i telefonului tau siguranta pe care o merita, economisind in acelasi timp bani si efort. Grabeste-te, promotia este valabila doar in limita stocului disponibil!",,https://moftcollection.ro/,
atelierrebul.ro,Atelier Rebul: Cadouri Green Tea la cumpărături + 15% comision,2026-04-14 21:00:00 UTC,2026-06-14 21:00:00 UTC,"Beneficii pentru afiliați:

• Comision: 15%
• Brand premium, cu produse vizuale și ușor de promovat
• Campanie activă cu mecanism de cadou la praguri de comandă
• Categorii potrivite pentru beauty, lifestyle, home, gifting și self care
• Feed de produse disponibil în 2Performant
• Lansări, campanii sezoniere și oferte recurente

Promovarea se poate face prin articole, review-uri, newslettere, social media, ghiduri de cadouri și conținut relevant pentru zona de beauty, lifestyle, home fragrance și gifting.

Google Ads este permis, cu excepția campaniilor care licitează pe brand keywords, variații ale numelui Atelier Rebul sau domeniul atelierrebul.ro.

Facebook Ads, Instagram Ads și TikTok Ads sunt permise, cu condiția ca mesajele și vizualurile să respecte poziționarea premium a brandului.

Nu sunt permise site-urile de cashback, spamul, website-urile clonă, URL masking-ul, folosirea de domenii/subdomenii care conțin numele Atelier Rebul sau variații ale acestuia și nici utilizarea de cupoane necomunicate oficial în program.
","Atelier Rebul România este un brand premium de parfumerie, home fragrance și produse pentru îngrijire, cu o moștenire de peste 130 de ani.

Portofoliul include parfumuri, lumânări parfumate, difuzoare cu bețișoare, produse pentru baie și corp, seturi cadou și colecții sezoniere.

Campanie activă: Colecția Green Tea cadou la cumpărături

Clienții primesc automat cadouri din colecția Green Tea, în funcție de valoarea comenzii:

• 400 RON: Săpun lichid Green Tea
• 600 RON: Loțiune de mâini și corp Green Tea
• 800 RON: Difuzor cu bețișoare Green Tea

Transport gratuit pentru comenzile de peste 300 RON.
",,https://atelierrebul.ro,
afisport.ro,Extragarantie 2+3 ani la Biciclete Afisport.ro,2026-04-05 21:00:00 UTC,2026-09-29 21:00:00 UTC,Sunt active bannere de campanie in diverse formate,"Oferă audienței tale mai mult decât un discount: 3 ani fără costuri de service.

Campania AFISPORT „Garanție Extinsă 2+3 Ani” elimină una dintre cele mai mari bariere de cumpărare – costurile post-achiziție.

✔ crește încrederea
✔ crește rata de conversie
✔ diferențiator puternic în piață

Ideal pentru promovare pe segmente: MTB, City, copii, gravel.

📅 Campanie limitată: 1 aprilie – 30 septembrie
👉 Vezi detalii complete despre campanie: https://afisport.ro/extragarantie","",https://afisport.ro/biciclete-mtb/,Special Banners
expomob.ro,Reduceri de pana la -70% la Outlet Expomob,2026-03-30 21:00:00 UTC,2026-10-31 21:45:00 UTC,Reduceri de pana la -70% la Outlet Expomob,"Este momentul perfect sa iti transformi locuinta intr-un spatiu modern si primitor, profitand de preturile de Outlet cu reduceri de pana la -70% la mobila. La Expomob, punem pret pe traditia romaneasca si pe calitatea oferita de peste 30 de ani de experienta, motiv pentru care iti punem la dispozitie piese de mobilier variate, de la canapele confortabile si dormitoare relaxante, pana la seturi de bucatarie si decoratiuni chic.

Nu lasa timpul sa treaca, deoarece stocurile sunt limitate si cele mai bune oferte dispar primele! Poti alege dintr-o gama larga de produse cu livrare ultra-rapida in doar 48 de ore oriunde in Romania, astfel incat sa te bucuri de noua ta mobila. 

Viziteaza acum sectiunea de Outlet pe expomob.ro si alege calitatea fabricata in Romania la cele mai mici preturi din an!",,https://www.expomob.ro/outlet-mobila,
femieko.ro,Economisește până la 25% cu Abonamentul Femi.Eko – Protecție lunară fără griji,2026-03-15 22:00:00 UTC,2026-12-30 22:00:00 UTC,"Promovați Abonamentul Femi.Eko® evidențiind comoditatea și economiile pentru clienți: livrarea automată lunară a produselor preferate, până la 25% reducere la fiecare comandă și 10% reducere extra la prima comandă cu codul SUB10. Scoateți în evidență produsele sigure și naturale, din bumbac organic certificat, și flexibilitatea abonamentului, care poate fi modificat, pus pe pauză sau anulat oricând. Folosiți link-ul oficial https://femieko.ro/pages/abonamente-femieko
 în toate materialele, testați mesaje de tip “problema → soluția noastră” și concentrați-vă pe beneficii reale pentru a maximiza conversia.","Promovează Abonamentul Femi.Eko® ca soluția care aduce comoditate și economii lunare clienților: livrarea automată a produselor preferate, până la 25% reducere și 10% reducere extra la prima comandă cu codul SUB10. Fiecare influencer înscris în campanie primește produsele direct acasă, pentru a le testa și a le promova autentic. Arată cum te ajută abonamentul în rutina ta lunară și evidențiază produsele sigure și naturale, din bumbac organic certificat, precum și flexibilitatea abonamentului, care poate fi modificat, pus pe pauză sau anulat oricând. Include întotdeauna link-ul către pagina de abonament https://femieko.ro/pages/abonamente-femieko
 și codul SUB10 în postări sau stories.",SUB10,https://femieko.ro/pages/abonamente-femieko,Bonuses & Special Banners
ada-shoes.ro,Start campanie Primavara-Vara 2026. Reduceri de pana la 15%,2026-03-11 22:00:00 UTC,2026-05-30 21:00:00 UTC,"Acceptam campani atat google ads, facebook ads (meta) sau tiktok ads.
In cazul in care exista intrebari suplimentare va stam la dispozitie.

Salutare, 
Am dat start campaniei primavara-vara 2026, cu produse de tip incaltaminte si genti/rucsacuri/portofele
Aceste produse incluse in campanie o parte dintre ele contin si reduceri de pana la 15% 
Aveti atasat si un cod de reducere: AMFM20 
Acest cod ofera 20 de lei reducere la orice comanda plasata pe Ada-shoes.ro
","Salutare, 
Am dat start campaniei primavara-vara 2026, cu produse de tip incaltaminte si genti/rucsacuri/portofele
Aceste produse incluse in campanie o parte dintre ele contin si reduceri de pana la 15% 
Aveti atasat si un cod de reducere: AMFM20 
Acest cod ofera 20 de lei reducere la orice comanda plasata pe Ada-shoes.ro",AMFM20,https://ada-shoes.ro/collections/primavara-vara-2026,
catenapascupas.ro,Reducere 18 lei – Carucior de cumparaturi cu scaun si roti pentru scari,2026-03-09 22:00:00 UTC,2026-05-30 21:00:00 UTC,"Promoția este exclusiv online – nu poate fi promovată ca disponibilă în farmacii.
Oferta este valabilă doar pentru livrare prin curier la domiciliu.
Promoția este limitata în stoc, dar există posibilitate de prelungire; încurajează clienții să cumpere rapid.","Profita acum de 18 lei reducere la caruciorul de cumparaturi Catena, conceput pentru a transporta cumparaturile mai usor si fara efort.

Acest carucior practic este dotat cu sistem de roti in stea pentru urcat scari, astfel incat poti urca borduri sau trepte mult mai usor. In plus, scaunul pliabil integrat iti permite sa te odihnesti rapid ori de cate ori ai nevoie – ideal pentru drumurile la supermarket sau piata.

🛒 De ce merita sa-l alegi:

Reducere directa de 18 lei

Roti speciale pentru urcat scari si borduri

Scaun pliabil integrat pentru pauze rapide

Sac incapator, rezistent la stropire

Cadru metalic durabil si manevrare usoara

Este alegerea ideala pentru cumparaturi zilnice, mers la piata sau transportul produselor fara efort, mai ales pentru persoanele care locuiesc la bloc sau urca frecvent scari.

Oferta exclusiva online – produsul este disponibil doar pentru livrare prin curier, la domiciliu (nu se livreaza in farmacii).
Promotia este valabila in limita stocului disponibil.

Profita acum de oferta si transporta cumparaturile mai usor, fara efort!",,https://www.catenapascupas.ro/carucior-de-cumparaturi-cu-scaun-si-roti-in-stea.html,
